;target;text;chars;word_count;hash_count;punctuation_count;punctuation;uppercase
25339;negative; cupcake you can call me anything but bitch i supposeand even then under certain circumstances;105;15;0;10;"['!', '!', ""'"", ""'"", '.', '.', '.', '.', '.', '.']";0
25340;negative;they burnt my zuccini;21;4;0;0;[];1
25341;positive; oh no i hope you find your kitten;36;8;0;1;['!'];2
25342;negative;madd bored;10;2;0;0;[];0
25343;negative;puzzled by peoples mood swings it makes me somewhat sad that i cant pinpoint how they feel;97;17;0;5;['`', '.', '.', '.', '`'];2
25344;neutral; where did you get a copy i wanna watch that also;52;12;0;3;[':', '?', '.'];2
25345;negative;weber i wrote a leadership essay abt its founder the expansion didnt went well tried to break in america lots of money burned;131;23;0;5;['.', '`', ',', '.', '.'];4
25346;negative;doh in a rush to get to the puma open and i just got pulled over so sad;74;18;0;3;['.', '.', '.'];6
25347;positive;is relaxing in bed for a while before i go to sleep it was nice to get out of my house for a while tonight;107;25;0;1;['.'];3
25348;positive; that is truly impressive cant come close to that takes the argument over whether web needs subs to a new level though;121;22;0;3;['.', '`', '.'];2
25349;neutral; you charmer do you like football too;40;7;0;1;['?'];2
25350;positive; thank you jon thats very sweet;35;6;0;3;['!', '`', '.'];3
25351;neutral; i missed you today was the greatest day ever im burnt and lmfao but it will be a nice tan rides in hrs ;124;28;0;5;['.', '.', '.', '.', '!'];0
25352;neutral; perhaps she will start including in all of her tweets now too btw you didnt write in ur tweet to me;120;23;2;6;['.', '.', '.', '.', '`', '.'];3
25353;negative;i feel like ;22;4;0;6;['.', '.', '.', '.', '.', '.'];9
25354;negative; im so sorry do you want me to call if not i will be on aim in a couple of hours if you need to vent;103;26;0;2;['`', '?'];3
25355;neutral; ya and i would have gained a few kgs by then what are you working on today;78;17;0;2;['.', '?'];0
25356;negative;my heads thumping;19;3;0;2;['`', '.'];9
25357;positive; cant wait to crack it open and no doubt will learn from it as well as support my evangelizing cubiclefreedomness;117;20;0;4;['`', '-', '-', '!'];0
25358;negative;last night in cork and come tomorrow i wont even remember it double sad face haha in the words on lily allen not fair;128;24;0;9;['.', '.', '.', '.', '.', '.', '.', '.', '!'];7
25359;positive; lol it went okay as far as i can tell but then i had to do a test today for geo and i was all zoned out and got like ;125;33;0;3;[':', '!', '.'];6
25360;negative;it makes me want to cry when grown men discuss characters on all my children;79;16;0;1;['.'];3
25361;neutral;about to go eat breakfast at jay jays cafe with my one and only;63;14;0;0;[];1
25362;negative;fml i stepped on a needle ouch waaaaa drycleaners;60;10;0;5;['.', '.', '.', '.', '.'];0
25363;negative;well rite i gt a headache;25;6;0;0;[];1
25364;negative;is wondering what actually to do when i have a week to do all bar pack most peeps r leavin too;101;22;0;2;[',', ','];1
25365;positive;waking up workinghappy as can be its gonna be a great day today i can see itand im not sore from running yesterday;133;23;0;18;['.', '.', '.', '.', '.', '.', '.', '.', '.', '!', '.', '.', '.', '.', '.', '!', '!', '!'];5
25366;negative;just broke her dresser shes had since she was three;51;10;0;0;[];1
25367;neutral; headaches suck especially stress related ones i used to get those a lot ;79;14;0;3;[',', '.', '.'];2
25368;positive;i really like lady gagas paparazzi ;57;7;1;6;"['`', ""'"", ""'"", '.', '.', '.']";5
25369;positive;getting my new cellphone on wednesday the lg voyager its soo sweet i cant wait that long though;99;18;0;4;['!', '!', '!', '`'];3
25370;negative;chili cheese fries a bad idea for lunch;41;8;0;2;['.', '.'];0
25371;positive; youre absolutely welcome i love you too and am happy i was able to help make that moment happen;100;19;0;3;['`', '.', '.'];0
25372;neutral; youre not gonna paint me oh well ;39;8;0;4;"['`', '?', ';', ')']";0
25373;neutral;just joined twitter hiya world;38;5;0;4;['.', '.', '.', '!'];2
25374;neutral; indeed i did get your song however am unable to listen;56;11;0;1;['.'];2
25375;negative;decided not to goi want to see my sweetie but i cant;58;12;0;5;['.', '.', '.', '`', '.'];4
25376;neutral;feeling better still coughing not moving on yet its impossible;70;12;0;6;[',', '.', ':', '/', '.', '.'];0
25377;negative;really big spider on the floor two metres away from me am actually a little scared;84;16;0;1;['.'];1
25378;neutral; tell your grandmother i say hello;34;6;0;0;[];0
25379;neutral;hunter ah now comedy central have frasier all morning till twelve so i guess there goes my morning;100;18;0;1;['.'];6
25380;neutral;feels slightly better but i sure do miss himhes going to be so hard to get over i messed it up donutscomfort;130;23;0;15;['.', '.', '.', '.', '.', '`', '.', '.', '.', '.', '.', '.', '.', '.', '.'];0
25381;neutral;i need to get some shut eye but i just cant lets try more time ta ta twitterworld;89;19;0;6;['.', '.', '.', '`', '`', '.'];6
25382;neutral; dangwhen did they plant those thorny bushes there ouchno kitty hugs today;81;12;0;7;['.', '.', '.', '?', '.', '.', '.'];8
25383;neutral;nanay cried after reading the card i gave her hugged her and next thing i knew i was crying too haha were such cry babies love her;137;27;0;7;['.', ',', ',', '!', '`', '.', '.'];8
25384;positive;cant wait for daughtrys new album ack two more months;60;10;0;7;['`', '`', '!', '.', '!', '!', '!'];3
25385;negative;doing my ff later too busy making up plans for today beshie is gonna be in dc june for a bball game;108;23;0;4;[',', '.', '-', '.'];7
25386;positive; have you seen the fifth element makes super green a lot funnier;69;12;0;5;"[""'"", ""'"", '?', ""'"", ""'""]";3
25387;neutral; like double posting on twitter lol not me i dont take anything;74;13;0;7;"['?', ';', ')', '.', ',', '`', '.']";3
25388;negative; my friday feels boring too no time for fun today and not so much in the mood for it either;92;20;0;1;['.'];0
25389;positive; excuse me theres me jkidding lolso how long b yr fun night out starts lol;85;15;0;9;['.', '.', '.', '!', '!', '!', '.', '.', '.'];0
25390;positive; fair enough actually you dont have to give me xmen mad max will do me fine;80;16;0;4;['.', ',', '-', '.'];0
25391;negative;mondayfunday wake up peopleand keep me awake please today is going to be a long onei can already feel it eww;121;21;0;10;['.', '.', '.', '!', '.', '.', '.', '.', '.', '.'];6
25392;negative; dont depress me i have the motherinlaw staying the weekend someone else to wait on other than the kids;108;19;0;4;['-', '-', '.', '!'];2
25393;negative; girl you stay inviting me but not doing a followup hahaha no phone call to check up on me;94;19;0;4;['-', '.', '.', '.'];0
25394;negative; no fair i want a sticker but i just moved away from london;63;14;0;3;['-', '-', ','];4
25395;neutral;starting off my day with a little northern light;48;9;0;0;[];2
25396;negative;too tired;9;2;0;0;[];1
25397;neutral;soooooooooo glad to learn that farrells ice cream parlor is staging a comeback in so cal too bad its in the mission viejo mall;131;25;0;4;['.', '-', '-', '`'];6
25398;positive; loll of course me tooo i love their new song toooo ;58;14;0;2;[',', '?'];0
25399;positive;there was no traffic at all on my way home and all traffic lights were greenim afraidiowe karma a big check;108;21;0;1;['.'];3
25400;negative;homeworkboring;17;1;0;3;['.', '.', '.'];0
25401;negative;was doing a hard copy doc reviewwhile writing comments realized ve forgotten writing ie on papercan hardly recognize or read it back;137;22;0;5;[',', '`', '.', '.', ','];0
25402;neutral;y is it when i luv someone i fear them i just wish someone can exsplain it me;80;19;0;1;['?'];3
25403;positive;morning everyone hope you have a great sunday;48;8;0;3;['!', '!', '!'];3
25404;negative;looks like my twitter is down;29;6;0;0;[];2
25405;positive;a beautiful song for anyone that could use a pick me up tonight ynxo;88;15;0;1;['?'];1
25406;positive;printchick exactly thats the first time i saw his reply to jon never going there again oh have fun with d new phone;122;24;0;4;['!', '.', '.', '.'];6
25407;positive;rey nah you do it really gradually with ptfe tape so goes up mm at a time ive been doing it for years i love it x;123;28;0;5;['.', '.', '.', ',', '!'];7
25408;positive;honey thank you i have a business exam tomorrow too ;56;11;0;2;[':', '/'];0
25409;neutral; at least its legal here in kuwait if u werent driving suv then u will get a ticket with big smile;101;22;0;2;[',', '`'];3
25410;neutral;yup stil at work;20;4;0;4;['.', '.', '.', '.'];0
25411;neutral; oh i love em but when i think about the kind of preservatives theyre using to stay justbaked it kinda makes me sick;122;23;0;6;"['`', ',', '`', ""'"", '-', ""'""]";3
25412;positive;my dads drunk off his today was successful;50;9;0;3;['`', '.', '.'];2
25413;negative; marriage isnt legal everywhere here;43;6;0;2;['`', '.'];0
25414;neutral; im sorrryy i went to the cinema with my broth cause im cool and yeah im sorrrry tomorrow tho ill make sure of it;120;24;0;5;['.', '.', '.', '.', ','];35
25415;neutral; nope she can travel all she wants when she can pay for it;61;13;0;2;['!', '.'];5
25416;neutral; good morning david happy mothers day to your mom lol too bad u cant be with her she is so awesome;104;21;0;6;['!', '`', '.', '`', '.', '!'];7
25417;neutral;my sunglasses broke;19;3;0;0;[];1
25418;negative;is up with a nasty cough i cant be sick i have a huge weekend ahead of me;73;18;0;0;[];0
25419;positive;really enjoyed star trek great movie amazing special effects definately recommend even if your not a trekky;111;18;0;3;['-', ',', '.'];5
25420;positive; those photos are lovely who knew you were as talented a photographer as you are a journalist;95;17;0;2;['!', '!'];1
25421;positive; so wonderful to spend mothers day with my mum;49;10;0;3;[':', '`', '.'];3
25422;positive;the catch me if you can dvd that i rented from blockbustercom yesterday was cracked figured it out about minutes into the movie;135;24;0;5;"[""'"", ""'"", '.', '.', '.']";12
25423;positive; have a lovely weekend;22;4;0;0;[];0
25424;neutral; who what call me;19;4;0;1;['?'];0
25425;negative; no dublin;15;3;0;0;[];0
25426;negative;so jealous im not at asylum right now;37;8;0;0;[];1
25427;neutral; just giving shouts to all my peoples in twitterville;53;9;0;0;[];1
25428;neutral;pwnd from all sides;19;4;0;0;[];1
25429;neutral;today is maintenance day for me my flat and my blogyeahhhh a lot of little works;84;16;0;4;[',', '.', '.', '.'];0
25430;neutral; not a fan of either team my head says detroit my feet say the pens my heart doesnt care go kings in ;119;24;1;4;[',', ',', '`', '/'];10
25431;positive; you have been busy have a lovely time;40;8;0;1;[','];0
25432;positive;having a great chat with a friend hes totally putting my mind at ease;71;14;0;2;['.', '`'];2
25433;negative; ive had that problem too being charmed fast i mean ill cross my fingers for you;87;16;0;7;"['`', ""'"", ""'"", ',', ',', '.', '`']";3
25434;neutral;its this year cant catch it wont be in ny till oct ;83;14;0;6;['`', '.', '`', ',', '`', '.'];5
25435;positive; oh sure thx;14;4;0;1;['.'];2
25436;neutral;i cant comment directly to someone and im here all alone;64;11;0;8;['`', '.', '.', '.', '.', '.', '.', '`'];2
25437;neutral;is responding to an email;26;5;0;1;['.'];1
25438;neutral; i dont even know what sporting social enterprise means;60;9;0;5;['`', '.', '.', '.', '.'];0
25439;neutral; you were great just awesome i was crying cuz i wanted to be there so bad;75;16;0;2;['.', '.'];0
25440;positive; right on pull up a chair and welcome;38;8;0;1;['!'];2
25441;positive;romantic evening in with papa murphys and battle bc from the history channel;78;13;0;2;"[""'"", ""'""]";3
25442;neutral; do you really smoke;23;4;0;3;['?', '?', '?'];0
25443;negative;bloody sunburned;16;2;0;0;[];1
25444;positive; yeah big chill here too good foods good music great weather have a cool day bro;87;16;0;5;[',', ',', ',', '!', '!'];1
25445;neutral; awwww im sorry i changed the picture just for you because you rock like that;87;15;0;10;['.', '.', '.', '`', '!', '.', '.', '.', '!', '!'];3
25446;negative; ohhh that cant be very fun but hell you manned it up looks like you got some done today;102;20;0;4;['!', '!', '!', '!'];0
25447;neutral; not gonna ask what a boom boom is morning;45;9;0;2;['!', '.'];0
25448;positive; dont forget to follow emma from london like you said you would i wish you aswered my calls it cost me ;114;23;0;2;['`', '!'];1
25449;negative; im gonna miss the grand prixim going to have to try and sneak back to the room;86;18;0;3;['`', '.', '`'];1
25450;neutral; so close to tennessee;22;4;0;0;[];0
25451;neutral; yeaup i was gonna tell ya that;32;7;0;1;['.'];2
25452;negative;trying to wake up but is finding it very hard;46;10;0;1;[','];0
25453;neutral; you need to play something from mary poppins at them everyone knows thats how rooms get tidy;95;17;0;2;[',', '`'];2
25454;negative;omg i just seen the sun and the moon in the same place this disproves my theory that they are the same person;110;23;0;0;[];1
25455;positive; europe sounds gr will finish my exam on teus and then well talk about it;77;15;0;2;['!', '`'];3
25456;positive;oh my god the end of the first course dont believe in it but yeh so many exams lalala everything is wonderful;137;22;0;27;[',', '.', '.', '.', '.', '.', ')', ')', ')', '`', ')', ',', ',', '-', '-', '/', '/', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!'];4
25457;negative;im sick and sad its cold;24;6;0;0;[];0
25458;negative;shut up;8;2;0;1;['.'];0
25459;neutral; guess ill drive it back nine hours;35;7;0;0;[];1
25460;negative; youre in harlem where im so jealous right now i miss living in nyc;72;14;0;5;['`', '?', '?', '!', '!'];0
